,,Sri Dharani Wines
,,Closing Stock, (ALL PACKS)
,,As on: 03/04/2026
Sl.,Item,Brand,Pack,Code,BPC,MRP,Godown,Shop,BarCode
1086,WHISKY,THE KADAMBA IND S M WHY,750,119.1,12,3190.00,0.000,0.000,""
1087,WHISKY,THE KADAMBA IND SHERY WHY,750,122.1,12,2440.00,0.000,0.000,""
1088,WHISKY,THE QUEEN'S SEAL DLX WHY,750,771.1,12,1326.00,0.000,0.000,""
1089,WHISKY,THE QUEEN'S SEAL DLX WHY,375,771.2,24,684.00,0.000,0.000,""
1090,WHISKY,THE QUEEN'S SEAL DLX WHY,180,771.3,48,348.00,0.000,0.000,""
1091,WHISKY,THE THREE MONKEY IND WHY,750,134.1,12,1950.00,0.000,0.000,""
1092,WHISKY,WILD TURKEY KENTUCKY WKY,750,935.1,12,3840.00,0.000,0.000,"721059847506"
1093,WHISKY,WINGMAN BLENDED MALT WHY,750,569.1,12,1272.00,0.000,0.000,"8906169710397"
1094,WHISKY,WINGMAN BLENDED MALT WHY,180,569.3,48,318.00,0.000,0.000,"8906169710403"
1095,WHISKY,X'TASY BLUE BLENDED WHY,750,382.1,12,588.00,0.000,0.000,"8906141251047"
1096,WINE,AMORA RED WINE,750,509.1,12,586.00,0.004,0.002,"8901700100095"
1097,WINE,AMORA WHITE WINE,750,517.1,12,586.00,0.000,0.000,"8901700100125"
1098,WINE,BAREFOOT CABER SAUVIGNON,750,959.1,12,1930.00,0.000,0.000,""
1099,WINE,BAREFOOT SHIRAZ WINE,750,958.1,12,1930.00,0.000,0.000,""
1100,WINE,BARTON & GUESTIER MERLOT,750,264.1,12,2026.00,0.000,0.000,""
1101,WINE,BARTON&GUESTIER CAB SAUV,750,266.1,12,2022.00,0.000,0.000,"3035138005655"
1102,WINE,BARTON&GUESTIER COTES DU,750,978.1,12,2416.00,0.000,0.000,"3035130401103"
1103,WINE,BARTON&GUESTIER ROUGE,750,270.1,12,1736.00,0.000,0.000,"3035131625102"
1104,WINE,BEX RIESLING NAHE QUALI,750,987.1,12,2430.00,0.000,0.000,""
1105,WINE,BLACK TOWER DF PINOT NOIR,750,256.1,12,2026.00,0.000,0.000,"785859200022"
1106,WINE,BLACK TOWER PINOT NO ROSE,750,960.1,12,2223.00,0.000,0.000,"4069600018668"
1107,WINE,BLUE BIRD PORT WINE NO.6,180,149.1,48,60.00,0.024,0.009,""
1108,WINE,BORN WEST CAB SAUVIGNON,750,918.1,12,2626.00,0.000,0.000,"8906052776585"
1109,WINE,BORN WEST CHARDONNAY,750,931.1,12,2294.00,0.000,0.000,"8906052776578"
1110,WINE,BRUT TOPICAL SPARK WHITE,750,620.1,12,1623.00,0.000,0.004,"8906003211929"
1111,WINE,BUSH BALLAD CHARDONNAY,750,689.1,12,1786.00,0.000,0.000,"8906052776554"
1112,WINE,BUSH BALLAD SHIRAZ,750,688.1,12,1786.00,0.000,0.000,"8906052776547"
1113,WINE,CAP ROYAL BORDEAUX SUPERI,750,659.1,12,2160.00,0.000,0.000,""
1114,WINE,CASA EL UNICO CHARDONNAY,750,915.1,12,1932.00,0.000,0.000,"8906052776592"
1115,WINE,CASA EL UNICO TEMPRANILLO,750,914.1,12,1782.00,0.000,0.000,"8906052776608"
1116,WINE,CECILIA BERETTA V S ROSE,750,497.1,12,2490.00,0.000,0.000,"8007880125900"
1117,WINE,CECILIA BERETTA VS BIANCO,750,465.1,12,2490.00,0.000,0.000,"8007880125801"
1118,WINE,CHATEAU BELIAN GIRAUD BDX,750,455.1,12,2144.00,0.000,0.000,"3760074290352"
1119,WINE,CHATEAU DE FONTENILLE BOR,750,510.1,12,3030.00,0.000,0.000,"3415963750003"
1120,WINE,CINZANO PROSECCO,750,738.1,6,1740.00,0.000,0.000,""
1121,WINE,CINZANO VERMOUTH ROSSO,750,737.1,12,1512.00,0.000,0.000,""
1122,WINE,CLARENDELLE BORDEAUX,750,904.1,12,4766.00,0.000,0.000,"3760136176754"
1123,WINE,CRYSTAL RED RUBY WINE,750,227.1,12,336.00,0.000,0.000,"8906010351069"
1124,WINE,CRYSTAL RED RUBY WINE,375,227.2,24,168.00,0.000,0.000,""
1125,WINE,CRYSTAL RED RUBY WINE,180,227.3,48,84.00,0.000,0.000,""
1126,WINE,DAMSO SOJU,360,508.1,20,492.00,0.000,0.000,""
1127,WINE,DAVANA VERM INDICA BIANCO,750,575.1,6,1300.00,0.000,0.000,"8904018803726"
1128,WINE,DAVANA VERMO INDICA ROSSO,750,574.1,6,1300.00,0.000,0.000,"8904018803719"
1129,WINE,DBR LEG BORD WHITE WINE,750,968.1,12,2990.00,0.000,0.000,"3296325422109"
1130,WINE,DIA RED WINE,750,192.1,12,683.00,0.000,0.004,"8906003211813"
1131,WINE,DIA WHITE WINE,750,383.1,12,683.00,0.000,0.000,"8906003211806"
1132,WINE,DOMAINE DE MONTROSE,750,963.1,12,2278.00,0.000,0.000,"3560680001096"
1133,WINE,DOMAINE MONTROSE CHARDONN,750,723.1,12,2278.00,0.000,0.000,"3560680003083"
1134,WINE,FAMILLE PERRIN COTES ROUG,750,962.1,12,3569.00,0.000,0.000,"3296180000160"
1135,WINE,FIVE'S RES CAB SAUVIGNON,750,912.1,12,1550.00,0.000,0.000,"6002269000665"
1136,WINE,FIVE'S RES CHENIN BLANC,750,911.1,12,1550.00,0.000,0.000,"6002269000696"
1137,WINE,FIVE'S RESERVE PINOTAGE,750,910.1,12,1550.00,0.000,0.002,"6002269000672"
1138,WINE,FRATELLI CABERNET SAU RED,750,205.1,12,0.00,0.000,0.002,""
1139,WINE,FRATELLI SHIRAZ RED,750,255.1,12,450.00,0.000,0.001,""
1140,WINE,FRONTERA MERLOT,750,200.1,12,1923.00,0.000,0.000,"7804320706009"
1141,WINE,FRONTERA SHIRAZ,750,271.1,12,1923.00,0.000,0.000,"7804320189932"
1142,WINE,GOLDEN SPARROW C C CHARDO,750,73.1,12,2022.00,0.000,0.000,"8906052770033"
1143,WINE,GOLDEN SPARROW C C SAN RU,750,127.1,12,2022.00,0.000,0.000,"8906052770026"
1144,WINE,GOLDEN SPARROW PINOT WHIT,750,678.1,12,2283.00,0.000,0.000,"8906052770040"
1145,WINE,GROVER ART COL CAB SH RED,750,87.1,12,1132.00,0.000,0.000,"8901700002030"
1146,WINE,GROVER ART COL CAB SH RED,375,87.2,24,616.00,0.000,0.000,"8901700002047"
1147,WINE,GROVER ART COL CH BL WHIT,750,503.1,12,882.00,0.000,0.000,"8901700010011"
1148,WINE,GROVER ART COL SAU BL WHI,750,502.1,12,927.00,0.000,0.000,"8901700006014"
1149,WINE,GROVER ART COL SAU BL WHI,375,502.2,24,526.00,0.000,0.000,"8901700006021"
1150,WINE,GROVER ART COL SHI RED WI,750,504.1,12,821.00,0.000,0.000,"8901700030019"
1151,WINE,GROVER ART COL VIO W WINE,750,144.1,12,821.00,0.000,0.000,"8901700007035"
1152,WINE,GROVER ART COLL SHI ROSE,750,85.1,12,882.00,0.000,0.000,"8901700003013"
1153,WINE,GROVER LA RESERVE SYRAH,750,522.1,12,1341.00,0.000,0.000,"8901700100866"
1154,WINE,GROVER LARESERVA RED WINE,750,124.1,12,1341.00,0.000,0.000,"8901700005017"
1155,WINE,GROVER MERLOT RED WINE,750,521.1,12,932.00,0.000,0.000,"8906027340605"
1156,WINE,GROVER VIJ AMR RES CL RED,750,589.1,12,1629.00,0.000,0.001,"8901700070015"
1157,WINE,GROVER VIJ AMR RES CL WHI,750,588.1,12,1629.00,0.000,0.000,"8901700080014"
1158,WINE,GROVER ZAMPA SOIREE BRUT,750,514.1,12,1382.00,0.000,0.000,"8906027340216"
1159,WINE,HANA AKITA,720,491.1,12,2998.00,0.000,0.000,"4955596846845"
1160,WINE,HAPPEE PORT WINE NO.5,180,138.3,48,60.00,0.000,0.000,""
1161,WINE,HARDYS CABERNET MERLOT,750,533.1,12,1482.00,0.000,0.000,"9311043721670"
1162,WINE,HENKELL PICCOLA,200,107.3,24,658.00,0.000,0.000,"4003310012363"
1163,WINE,HENKELL ROSE FINE SPARK W,750,884.1,12,2486.00,0.000,0.000,"4003310012028"
1164,WINE,HENKELL TROCKEN F S WINE,750,885.1,12,2285.00,0.000,0.000,"4003310011625"
1165,WINE,I HEART PINOT NOIR,750,913.1,12,2022.00,0.000,0.000,"5060215332063"
1166,WINE,I HEART RIESLING,750,917.1,12,2022.00,0.000,0.000,"5060215333251"
1167,WINE,JACOB WHITE WINE RIESLING,750,448.1,12,1500.00,0.000,0.000,"9300727035936"
1168,WINE,JACOBS CREEK CABSAUVIGNON,750,450.1,12,1500.00,0.000,0.000,""
1169,WINE,JACOBS CREEK CHARDONNAY,750,236.1,12,1500.00,0.000,0.002,""
1170,WINE,JACOBS CREEK CRISP ROSE,750,451.1,12,1901.00,0.000,0.004,"9300727040558"
1171,WINE,JACOBS CREEK MERLOT RED,750,449.1,12,1500.00,0.000,0.000,"9300727508003"
1172,WINE,JACOBS CREEK PINOT NOIR,750,272.1,6,2151.00,0.000,0.000,"9300727839008"
1173,WINE,JACOBS CREEK SHIRZ CABNET,750,237.1,12,1500.00,0.000,0.000,""
1174,WINE,JACQUES BOSSUET BORDEAUX,750,973.1,12,1985.00,0.000,0.000,"745604325301"
1175,WINE,JINWOO PEACH SOJU,375,637.1,24,390.00,0.000,0.000,""
1176,WINE,JINWOO RICE SOJU,375,638.1,24,390.00,0.000,0.000,""
1177,WINE,KILLIBINBIN CHARDONNAY,750,991.1,12,2192.00,0.000,0.000,"9329577009904"
1178,WINE,KILLIBINBIN SHIRAZ,750,990.1,12,2192.00,0.000,0.000,"9329577000000"
1179,WINE,LA VIEILLE FERME BLANC,750,907.1,12,2019.00,0.000,0.000,"3296180005400"
1180,WINE,LA VIEILLE FERME ROSE,750,905.1,12,2019.00,0.000,0.000,"3296180005394"
1181,WINE,LA VIEILLE FERME ROUGE,750,906.1,12,2019.00,0.000,0.002,"3296180005387"
1182,WINE,LA VIEILLE FERME ROUGE,375,906.2,24,892.00,0.000,0.007,""
1183,WINE,LE GRAND MERLOT NOIR,750,748.1,12,1661.00,0.000,0.000,"3437540053475"
1184,WINE,LE GRAND NOIR CHARDONNAY,750,669.1,12,1683.00,0.000,0.000,"3437540053345"
1185,WINE,LE GRAND NOIR PINOT NOIR,750,668.1,12,1708.00,0.000,0.000,"3437540053352"
1186,WINE,LE GRAND NOIR ROSE,750,747.1,12,1708.00,0.000,0.000,"3437540053413"
1187,WINE,LES LEGENDES BORDEAUX,750,920.1,12,3183.00,0.000,0.000,"3296324419100"
1188,WINE,LES PARCELLES PINOT NOIR,750,992.1,12,1929.00,0.000,0.000,"3245372201083"
1189,WINE,LILLET BLANC,750,755.1,6,2040.00,0.000,0.000,"3057230000253"
1190,WINE,LILLET ROSE,750,756.1,6,2040.00,0.000,0.000,"3057230000277"
1191,WINE,M CHAPOUTIER SYRAH GRENAC,750,652.1,12,2482.00,0.000,0.000,"3391180020061"
1192,WINE,M CHAPOUTIER VERMENTINO,750,653.1,12,2482.00,0.000,0.000,"3391180010635"
1193,WINE,M.CHAP BELL COTES ROUGE,750,26.1,12,2999.00,0.000,0.000,"3391180024991"
1194,WINE,MADERA NASHIK VALLEY RED,750,100.1,12,682.00,0.000,0.000,"8906003210519"
1195,WINE,MADERA NASHIK VALLEY RED,375,100.2,24,377.00,0.000,0.000,"8906003210533"
1196,WINE,MADERA NASHIK VALLEY WHIT,750,357.1,12,620.00,0.000,0.000,""
1197,WINE,MARIE THERESE LUSSAC RED,750,972.1,12,2633.00,0.000,0.000,"745604325318"
1198,WINE,MATEUS ROSE,750,606.1,12,2182.00,0.000,0.000,"5601012011500"
1199,WINE,MICHEL LYNCH BORDEQUX,750,725.1,12,2930.00,0.000,0.000,"3760082810016"
1200,WINE,MONTE PACIFICO CHARDONNAY,750,660.1,12,1786.00,0.000,0.000,"7804622084034"
1201,WINE,MONTE PACIFICO MERLOT,750,661.1,12,1786.00,0.000,0.000,"7804622084027"
1202,WINE,MOSAIC RED WINE,750,938.1,12,723.00,0.000,0.000,"8906003211820"
1203,WINE,MOSAIC WHITE WINE,750,466.1,12,690.00,0.000,0.000,"8906003211837"
1204,WINE,NOI SPARKING,750,218.1,12,0.00,0.000,0.002,""
1205,WINE,PASQUA CHIANTI,750,721.1,12,2687.00,0.000,0.000,"736040533788"
1206,WINE,PASQUA MERLOT,750,988.1,12,1775.00,0.000,0.000,"8007880531404"
1207,WINE,PASQUA MONTEPULCIANO DAD,750,908.1,12,1920.00,0.000,0.000,"8007880531602"
1208,WINE,PASQUA PROSECCO,750,722.1,12,2546.00,0.000,0.000,"8007880231809"
1209,WINE,PASQUA SANGIOVESE PUG IGT,750,909.1,12,1920.00,0.000,0.000,"8007880531503"
1210,WINE,PICCINI CHARDONNAY WHITE,750,809.1,12,1200.00,0.000,0.000,""
1211,WINE,PORT WINE 1000,750,422.1,12,536.00,0.000,0.011,"8906003211448"
1212,WINE,PORT WINE 1000,375,422.2,24,306.00,0.000,0.011,"8906003211455"
1213,WINE,PORT WINE 1000,180,422.3,48,159.00,0.000,0.019,"8906003211462"
1214,WINE,QUEENSCLIFF ESTATE MERLOT,750,348.1,12,1290.00,0.000,0.000,""
1215,WINE,RASA CABERNET SAUVIGNON,750,667.1,12,2226.00,0.000,0.006,"8906003212209"
1216,WINE,RASA SYRAH,750,641.1,12,1887.00,0.000,0.010,"8906003211387"
1217,WINE,RAYA RED WINE,750,515.1,12,686.00,0.002,0.003,"8901700050017"
1218,WINE,RAYA WHITE WINE,750,516.1,12,686.00,0.000,0.000,"8901700040018"
1219,WINE,RED RESERVE PORT WINE,180,225.1,29,60.00,0.000,0.000,""
1220,WINE,REUNITE LAMBRUSSCO EMILLA,750,535.1,12,1786.00,0.000,0.000,"8002550505310"
1221,WINE,RIUNITE MOSCATO EMILI IGT,750,279.1,12,2026.00,0.000,0.000,""
1222,WINE,RIUNITE PROSECCO,750,342.1,12,2553.00,0.000,0.000,""
1223,WINE,ROSE MONT ROSE,750,986.1,12,2242.00,0.000,0.000,"3560680474746"
1224,WINE,ROSEBERRY RED WINE,180,137.3,48,60.00,0.000,0.000,""
1225,WINE,SAMARA RED WINE,750,27.1,12,586.00,0.000,0.011,"8906003211240"
1226,WINE,SAMARA RED WINE,375,27.2,24,318.00,0.000,0.010,"8906003211257"
1227,WINE,SAMARA WHITE WINE,750,72.1,12,586.00,0.006,0.000,"8906003211141"
1228,WINE,SANTE CHENIN WHITE WINE,750,375.1,12,722.00,0.000,0.000,"8901700009015"
1229,WINE,SANTE SHIRAZ RED,750,374.1,12,722.00,0.000,0.005,"8901700008018"
1230,WINE,SANTE SHIRAZ RED,375,374.3,24,412.00,0.000,0.006,"8901700008025"
1231,WINE,SATORI RED WINE,750,937.1,12,966.00,0.000,0.000,"8906003211516"
1232,WINE,SATORI RED WINE,375,937.2,24,528.00,0.000,0.000,"8906003211523"
1233,WINE,SULA BRUT SPARKLING WHITE,750,291.1,12,1486.00,0.000,0.000,"8906003211899"
1234,WINE,SULA BRUT SPARKLING WHITE,375,291.2,24,818.00,0.000,0.000,"8906003211905"
1235,WINE,SULA CHENIN WHITE WINE,750,292.1,12,926.00,0.000,0.000,"8906003210212"
1236,WINE,SULA CHENIN WHITE WINE,375,292.2,24,508.00,0.000,0.000,"8906003210229"
1237,WINE,SULA CHENIN WHITE WINE,180,292.3,48,249.00,0.000,0.000,""
1238,WINE,SULA DINDORI RES CHARDONN,750,666.1,12,1298.00,0.000,0.000,""
1239,WINE,SULA DINDORI RESERVE SHIR,750,467.1,12,1326.00,0.000,0.000,"8906003210588"
1240,WINE,SULA DINDORI RESERVE SHIR,375,467.2,24,726.00,0.000,0.000,"8906003212575"
1241,WINE,SULA LATE HARVEST CHENIN,750,934.1,12,1222.00,0.000,0.000,"8906003210250"
1242,WINE,SULA RIESLING WHITE WINE,750,932.1,12,1122.00,0.000,0.000,"8906003210373"
1243,WINE,SULA SAUVIGNON WHITE WINE,750,78.1,12,966.00,0.000,0.000,"8906003210267"
1244,WINE,SULA SAUVIGNON WHITE WINE,375,78.2,24,528.00,0.000,0.000,"8906003210274"
1245,WINE,SULA SECO,750,592.1,12,836.00,0.000,0.000,"8906003210052"
1246,WINE,SULA SECO ROSE SPARK ROSE,750,622.1,12,836.00,0.000,0.000,""
1247,WINE,SULA SHIRAZ CABERNET RED,750,314.1,12,1136.00,0.000,0.008,"8906003211301"
1248,WINE,SULA SHIRAZ CABERNET RED,375,314.2,24,620.00,0.000,0.007,"8906003211318"
1249,WINE,SULA SHIRAZ CABERNET RED,180,314.3,48,330.00,0.000,0.000,""
1250,WINE,SULA ZINFANDEL ROSE,750,294.1,12,926.00,0.006,0.000,"8906003210731"
1251,WINE,SULA ZINFANDEL ROSE,375,294.2,24,508.00,0.000,0.000,"8906003210748"
1252,WINE,THE SOURCE CABERNET SAU,750,599.1,12,1386.00,0.000,0.000,"8906003211967"
1253,WINE,THE SOURCE GRANCHE ROSE,750,591.1,12,1326.00,0.000,0.000,""
1254,WINE,THE SOURCE MOSCATO SPARKL,750,621.1,12,1586.00,0.000,0.000,"8906003212094"
1255,WINE,THE SOURCE SAU BLANC RES,750,587.1,12,1326.00,0.000,0.000,""
1256,WINE,TINTO NEGRO MALBEC,750,993.1,12,2655.00,0.000,0.000,"7798185961645"
1257,WINE,TOCORNAC MERLOT RED WINE,750,472.1,12,1571.00,0.000,0.000,""
1258,WINE,TRAPICHE MALBEC,750,648.1,12,1622.00,0.000,0.001,"7790240017045"
1259,WINE,TWO OCEANS PINOTAGE,750,998.1,12,1986.00,0.000,0.000,"6001497600227"
1260,WINE,TWO OCEANS SHIRAZ,750,880.1,12,1986.00,0.000,0.000,""
1261,WINE,VENTISQUERO CLA SAUVIGNON,750,566.1,12,1828.00,0.000,0.000,"7808725402481"
1262,WINE,VENTISQUERO CLAS CARMENER,750,614.1,12,1828.00,0.000,0.000,"7808725402818"
1263,WINE,VILLA89 PREMIUM PORT WINE,750,586.1,12,436.00,0.000,0.010,"8906027342043"
1264,WINE,VILLA89 PREMIUM PORT WINE,375,586.2,24,226.00,0.000,0.000,"8906027342050"
1265,WINE,VILLA89 PREMIUM PORT WINE,180,586.3,48,118.00,0.000,0.027,"8906027342067"
1266,WINE,WARRES HERITAGE RUBY PORT,750,989.1,12,2730.00,0.000,0.000,"5010867120129"
1267,WINE,WHAT THE FOX BRUT SP WINE,750,347.1,12,2586.00,0.000,0.000,"8906052770446"
1268,WINE,WHAT THE FOX CAB SAUVIGNO,750,345.1,12,2385.00,0.000,0.000,"8906052770422"
1269,WINE,WHAT THE FOX MERLOT,750,308.1,12,2385.00,0.000,0.000,"8906052770439"
1270,WINE,WHAT THE FOX SAUVIG BLANC,750,313.1,12,2586.00,0.000,0.000,"8906052770415"
1271,WINE,ZONIN CHARDONNAY,750,618.1,12,1878.00,0.000,0.000,"8002235022811"
1272,WINE,ZONIN CHIANTI,750,616.1,12,2474.00,0.000,0.000,"8002235022323"
1273,WINE,ZONIN MERLOT,750,617.1,12,1870.00,0.000,0.000,""
